0,0,0 -0.015012363,-0.33062252,0.0346935 -0.025493579,-0.59335965,0.075140424 -0.08117774,-0.979866,0.18240798 -0.009867155,-0.92585486,0.16352916 0.25522855,-0.9541798,0.16824126 0.7615,-0.9962792,0.2554863 1.1385677,-1.0934824,0.06697252 1.2970392,-1.0324247,0.12545043 1.49297,-1.0105559,0.16735464 1.3664666,-1.0379843,0.11953296 -0.13353226,-0.9051875,0.169599 -0.35356066,-0.7999955,0.19598344 -0.42373323,-0.27949667,0.19594185 -0.3815727,0.06001288,-0.07771895 -0.4075611,0.2480574,-0.040775493 -0.33976698,0.3633731,-0.18690743 -0.2688368,0.19403704,-0.2173022 0.16874109,-0.009653919,-0.018983508 0.12947199,0.726704,-0.13667452 0.10086135,1.4375316,-0.19326189 0.078669295,1.5508393,-0.52307564 -0.15216126,0.008705353,0.0171182 -0.13310549,0.7431903,-0.11166651 -0.10617105,1.4599376,-0.18660712 -0.12143867,1.6050218,-0.47310588 -0.104089536,-1.1296792,0.19813618 -0.00054329634,-1.2839335,-0.037070118 0.022370161,-1.3208332,0.05786939 0.048416033,-1.2262901,0.2730406 -0.06587051,-1.3296553,0.017290195
0,0,0 -0.008670641,-0.3287609,0.048160784 -0.014001761,-0.58998746,0.09654989 -0.07249355,-0.9788879,0.1911101 -0.0010873666,-0.92548835,0.17139511 0.2576324,-0.98870325,0.1711076 0.7620259,-1.0227388,0.26855215 1.1486346,-1.0813404,0.08464214 1.3126674,-1.0422765,0.14589469 1.5109477,-1.0119432,0.16297744 1.3784834,-1.0345216,0.13153177 -0.123846255,-0.902964,0.1833406 -0.35638574,-0.8386403,0.22599646 -0.39354232,-0.31758183,0.17795217 -0.39602035,0.056162324,-0.04962065 -0.4136771,0.24815737,-0.037846174 -0.32422325,0.3515506,-0.18089615 -0.3061089,0.24306713,-0.17388757 0.1677039,-0.008205759,-0.025822403 0.13523243,0.72862715,-0.13682142 0.104508825,1.4393481,-0.18181084 0.07763194,1.5382454,-0.51545227 -0.15122598,0.007399501,0.023284756 -0.13274133,0.74190974,-0.10022169 -0.0954558,1.4578836,-0.1697167 -0.17056598,1.5847346,-0.45500073 -0.097540006,-1.1286032,0.2020398 -0.0019513082,-1.2923254,-0.029657764 0.023664307,-1.3255484,0.06581155 0.05660087,-1.2228873,0.27595353 -0.06570136,-1.3354809,0.028348867
0,0,0 -0.006001627,-0.3284036,0.051239364 -0.00937548,-0.5893861,0.10130333 -0.06864287,-0.97820616,0.19596139 0.0029637406,-0.9247494,0.1770855 0.25639436,-1.0064917,0.18370204 0.76042354,-1.0324328,0.28580472 1.1405132,-1.0826738,0.08634312 1.3060104,-1.048833,0.1468368 1.5053495,-1.0257953,0.16332665 1.3721497,-1.0421962,0.13120568 -0.11999131,-0.9023563,0.18732885 -0.35463414,-0.844513,0.22789969 -0.3788212,-0.32286546,0.17721255 -0.4043166,0.056294043,-0.039867934 -0.40648606,0.24938098,-0.033865765 -0.32181606,0.34909636,-0.18237433 -0.32794586,0.25973704,-0.13185667 0.16789722,-0.0069810376,-0.02507696 0.13473277,0.73119605,-0.12731968 0.10417681,1.4422511,-0.16863124 0.081606366,1.5370524,-0.5038302 -0.15140031,0.006295111,0.022613034 -0.13287738,0.7417775,-0.09564289 -0.0854656,1.4584006,-0.15213907 -0.18148504,1.6209584,-0.41195595 -0.09364539,-1.1279508,0.20689327 -0.0010035635,-1.2899815,-0.027233474 0.023300301,-1.3254979,0.06776909 0.05774363,-1.2273538,0.27985635 -0.06610998,-1.3325361,0.029723829
0,0,0 -0.005776612,-0.3282299,0.052131336 -0.008716877,-0.58895934,0.10337127 -0.06769326,-0.97825956,0.19602531 0.003801116,-0.9248093,0.17675775 0.2576853,-1.005237,0.18009171 0.7615532,-1.0277611,0.28350514 1.1372972,-1.081846,0.077041514 1.3035462,-1.051415,0.13722467 1.502986,-1.0284673,0.15229096 1.3691732,-1.0479287,0.123038664 -0.11898463,-0.9022714,0.18844375 -0.3533595,-0.84586185,0.23228653 -0.3773887,-0.32490575,0.17539424 -0.40482464,0.05467447,-0.04061398 -0.40758833,0.24766462,-0.032728028 -0.320028,0.34889215,-0.17848265 -0.3258226,0.25731167,-0.13741046 0.16738547,-0.007404197,-0.028070861 0.13641436,0.730967,-0.12898985 0.10555743,1.4416516,-0.17483711 0.083974235,1.5480903,-0.5065491 -0.15093884,0.006676685,0.02531233 -0.12848985,0.74108154,-0.098316126 -0.08654167,1.4568087,-0.1679468 -0.14638516,1.5768543,-0.459725 -0.09285146,-1.1280136,0.20621252 -0.016757077,-1.2878859,-0.03520487 0.015044184,-1.3236402,0.057452884 0.06458223,-1.226257,0.2668562 -0.076920755,-1.3313777,0.02628157
0,0,0 -0.0057903547,-0.32822838,0.052140504 -0.008742471,-0.5889574,0.1033822 -0.06776005,-0.97825664,0.19601671 0.003740462,-0.9248117,0.17675585 0.25761446,-1.0052705,0.18013008 0.7614361,-1.0279174,0.28374347 1.1373076,-1.0819784,0.07750584 1.3035147,-1.0517011,0.13788247 1.5029545,-1.0288997,0.15317051 1.3691527,-1.0483525,0.12381939 -0.119044125,-0.90226334,0.1884343 -0.35341424,-0.8458362,0.23228078 -0.3773984,-0.32486773,0.17547852 -0.40479738,0.05477563,-0.040424053 -0.40764928,0.24775961,-0.03241541 -0.32001698,0.3491588,-0.17800723 -0.3258078,0.25754204,-0.13684466 0.16738538,-0.0074118883,-0.028069632 0.13646628,0.73094034,-0.12914506 0.10562225,1.4416106,-0.17523111 0.0842881,1.547702,-0.5070705 -0.15093875,0.0066836276,0.025311593 -0.12848057,0.741089,-0.0983146 -0.08648931,1.4568172,-0.16791233 -0.14661849,1.5770582,-0.4595514 -0.09293239,-1.128009,0.20619592 -0.017192043,-1.2878343,-0.0353634 0.014628826,-1.3236797,0.057252117 0.06442447,-1.2264752,0.2666777 -0.07736634,-1.3312894,0.02613905
0,0,0 -0.0063871327,-0.32842845,0.050397262 -0.009712063,-0.5889658,0.10233712 -0.065769486,-0.9784772,0.19559383 0.0053262096,-0.92450064,0.17639644 0.26018918,-1.0015872,0.18011183 0.7598169,-1.0303735,0.30066165 1.1292471,-1.082191,0.08270554 1.2974584,-1.0570865,0.13971339 1.4974089,-1.0365474,0.15034612 1.3627237,-1.0520929,0.12383334 -0.11764237,-0.9029327,0.18774138 -0.3518214,-0.8450578,0.23045859 -0.37982798,-0.32353094,0.18213588 -0.40679485,0.053528883,-0.038142703 -0.39944866,0.24628752,-0.02856926 -0.31498963,0.34899795,-0.17506585 -0.32255015,0.25443023,-0.12675728 0.1679368,-0.007019056,-0.02445815 0.13971777,0.7307353,-0.12960707 0.11250251,1.4416523,-0.17202398 0.09329124,1.5522456,-0.5024539 -0.15143599,0.006329394,0.022055058 -0.12876351,0.7415376,-0.0958118 -0.087610595,1.4577377,-0.15944853 -0.14099978,1.5863864,-0.44873813 -0.0897429,-1.1283817,0.20601156 -0.026984366,-1.287777,-0.039454997 0.007865958,-1.3249068,0.051528376 0.06798019,-1.2302551,0.25936103 -0.08542939,-1.3305309,0.024143051
0,0,0 -0.007264113,-0.32798487,0.05241468 -0.011377948,-0.5881203,0.105849825 -0.0654365,-0.97786534,0.1987393 0.0054137837,-0.9234008,0.18016437 0.26046088,-0.9994362,0.18606056 0.7602856,-1.0301136,0.30459654 1.1269456,-1.0790614,0.08163531 1.2930801,-1.0552596,0.14477845 1.4924922,-1.0350895,0.16257614 1.3587108,-1.0517406,0.13194157 -0.11776446,-0.90272534,0.19039208 -0.3521648,-0.84417796,0.23043872 -0.37881356,-0.32317805,0.17771333 -0.40387234,0.05641263,-0.0381167 -0.39886594,0.24931023,-0.0315792 -0.31246707,0.35204268,-0.17683667 -0.3271573,0.2610341,-0.13503763 0.16802217,-0.0074505056,-0.023335537 0.14000344,0.7300693,-0.12846544 0.112670474,1.4407952,-0.17011145 0.09837969,1.537836,-0.50490004 -0.15151295,0.006718452,0.021042626 -0.12933356,0.7415384,-0.09780591 -0.08869997,1.4575397,-0.1613661 -0.14174539,1.5826037,-0.45217118 -0.08841087,-1.1278865,0.20900446 -0.03910374,-1.2848517,-0.04093949 -0.00029667414,-1.3233751,0.04779649 0.07063963,-1.231806,0.25350007 -0.09482058,-1.3278098,0.024883565
0,0,0 -0.007263016,-0.32802206,0.05216025 -0.011421134,-0.58824384,0.105155624 -0.06571393,-0.978192,0.1970334 0.0051834187,-0.9236842,0.17877163 0.26019588,-0.9997517,0.1855649 0.75898194,-1.0313579,0.30813977 1.1271286,-1.0788002,0.08732181 1.293154,-1.0545144,0.1505628 1.4924673,-1.0334076,0.1683601 1.3588171,-1.0496595,0.13736445 -0.118021846,-0.9030365,0.18870944 -0.35257873,-0.8445481,0.22790195 -0.37918174,-0.3235692,0.17499855 -0.40349773,0.05602478,-0.040901583 -0.40070087,0.24894696,-0.03384949 -0.31331766,0.3527223,-0.17776851 -0.32688802,0.26191017,-0.13022316 0.16804117,-0.0074096667,-0.02319856 0.13988762,0.73005694,-0.12861115 0.11199193,1.4406914,-0.1713096 0.101111434,1.5376871,-0.50623566 -0.15153009,0.006681621,0.020919189 -0.12939669,0.7415806,-0.09740058 -0.088546455,1.4576187,-0.16031921 -0.14294769,1.5853486,-0.44970804 -0.08870917,-1.128235,0.20690282 -0.0387055,-1.2864077,-0.042135548 0.00011451266,-1.3243433,0.046846338 0.07058015,-1.2314698,0.2521242 -0.09437167,-1.3291641,0.02385991
0,0,0 -0.007566329,-0.32834354,0.05000337 -0.01216314,-0.5891047,0.10020774 -0.061528545,-0.9783083,0.19780572 0.008639988,-0.9232784,0.17834389 0.26525843,-0.9940402,0.17893769 0.7597987,-1.0282742,0.3169859 1.1196287,-1.0738691,0.08251073 1.2846603,-1.0517427,0.14904743 1.4836714,-1.0312693,0.17053166 1.3505821,-1.0452445,0.13646276 -0.1147216,-0.9038613,0.188776 -0.34850278,-0.84223616,0.22776128 -0.37782168,-0.32127222,0.17627919 -0.40245137,0.053675584,-0.047539882 -0.40017107,0.24660406,-0.04058959 -0.3133312,0.3573508,-0.17954987 -0.33619574,0.26687777,-0.11742363 0.1681195,-0.007319634,-0.022624437 0.13911591,0.72918445,-0.13423799 0.10928446,1.440347,-0.16486578 0.098670796,1.5561864,-0.49375078 -0.15160073,0.0066004386,0.020401504 -0.12901148,0.74084985,-0.10169981 -0.089813955,1.4564364,-0.17036493 -0.13227099,1.5653553,-0.4692794 -0.082785115,-1.128442,0.20989318 -0.047055367,-1.2765627,-0.04763187 -0.008812298,-1.3210926,0.038495902 0.070990786,-1.2428601,0.2464343 -0.103846334,-1.3192768,0.017423332
0,0,0 -0.005359979,-0.32830215,0.05160157 -0.008245184,-0.5889182,0.103343844 -0.065984905,-0.9783872,0.19597054 0.005413019,-0.9245324,0.17751227 0.26145753,-0.997616,0.18290983 0.75828785,-1.0317122,0.31349567 1.1264321,-1.0796975,0.092401564 1.2908058,-1.0521274,0.15876707 1.4902407,-1.0428724,0.1845637 1.3582824,-1.0505904,0.14504759 -0.11764137,-0.90273637,0.18759556 -0.3521261,-0.8440043,0.2275541 -0.38064593,-0.3231705,0.17189421 -0.40783453,0.05448274,-0.047448218 -0.39794734,0.24727932,-0.040916715 -0.3175983,0.35716945,-0.18452033 -0.33429813,0.2623197,-0.116053015 0.16841069,-0.006113242,-0.021400623 0.13654478,0.7310677,-0.1301351 0.106276914,1.44155,-0.17881253 0.083280295,1.5289221,-0.51593566 -0.1518633,0.00551258,0.019297881 -0.1311363,0.7408359,-0.09880298 -0.09201289,1.4573051,-0.16171636 -0.14514881,1.577423,-0.45474142 -0.09034372,-1.1282674,0.20611979 -0.04925145,-1.2854164,-0.045351475 -0.010197625,-1.3254675,0.042652234 0.06642849,-1.2368954,0.24774879 -0.1051868,-1.3271239,0.021150582
